Voltage_measured,Current_measured,Temperature_measured,Current_charge,Voltage_charge,Time,
3.988155735519450,1.4926023326964400,8.46080147480089,1.4995,4.91,275.64,
3.9903724384948700,1.49235534173918,8.44122788847711,1.4995,4.91,282.046,
3.9923919046183000,1.4924209088575700,8.439744054044530,1.4995,4.922,288.437,
3.994703994913,1.4929288586190900,8.428042378700790,1.4995,4.922,294.843,
3.996677540192660,1.49244093687437,8.414547458342330,1.4995,4.922,301.25,
3.9987983779405400,1.4911333879872900,8.392768940212050,1.4995,4.922,307.593,
4.0008853123634000,1.4910692629163700,8.394236467923070,1.4995,4.922,314.0,
4.0026388712701700,1.4905654527727600,8.387978957097650,1.4995,4.935,320.39,
4.00495491234811,1.4908858625207500,8.376336866599630,1.4995,4.935,326.765,
4.00691583383049,1.4895420003776500,8.361578695542950,1.4995,4.935,333.156,
4.008894495619500,1.4922638711507300,8.35025080877791,1.4995,4.935,339.562,
4.010750989723510,1.490357594878880,8.350193290385960,1.4995,4.935,345.968,
4.012664937952020,1.489025636829870,8.331420393274320,1.4995,4.935,352.343,
4.014526852846170,1.490965311773250,8.311308290270460,1.4995,4.948,358.687,
4.016311071903050,1.4922323229356700,8.307474206825400,1.4995,4.948,365.14,
4.018604021413600,1.4918265986498100,8.288321954581400,1.4995,4.948,371.5,
4.020216238940570,1.4898035787815400,8.312558677541250,1.4995,4.948,377.906,
4.022213152466640,1.4935175292730100,8.284744801640570,1.4995,4.948,384.296,
4.023998120543470,1.490384793438130,8.295532446040150,1.4995,4.948,390.64,
4.02580689951973,1.4890906582922300,8.275780306356310,1.4995,4.948,397.046,
4.0278933050293700,1.4915158622795000,8.283213699020250,1.4995,4.948,403.468,
4.029934626506270,1.4953849466900400,8.287223355744210,1.4995,4.948,409.843,
4.031399271515930,1.4897747301631800,8.2821680900417,1.4995,4.948,416.25,
4.033033058212780,1.4902839294292500,8.286381957375580,1.4995,4.96,422.625,
4.034976826727990,1.4940065812527700,8.232260543245320,1.4995,4.96,428.968,
4.036862141132550,1.4921763346887200,8.274393578729510,1.4995,4.96,435.359,
4.038410085252940,1.4904636285844800,8.22721270025607,1.4995,4.96,441.75,
4.040183203608530,1.4941341316709900,8.230280370028930,1.4995,4.96,448.109,
4.042026455949400,1.4933362818920800,8.198322017896490,1.4995,4.96,454.515,
4.0437175951363900,1.4947135835491500,8.193809634473700,1.4995,4.96,460.875,
4.045355431905200,1.4929203622790900,8.190327599170200,1.4995,4.96,467.234,
4.04682672216588,1.4911810385554400,8.164226717388640,1.4995,4.96,473.625,
4.048596341243650,1.4921085339736200,8.174882530049640,1.4995,4.96,480.062,
4.050143058652410,1.4908555803675200,8.17490045107166,1.4995,4.96,486.406,
4.051676406960120,1.4902925886345100,8.184727921892010,1.4995,4.96,492.812,
4.053519281001850,1.4927027075450200,8.17316924335793,1.4995,4.973,499.187,
4.054875790992050,1.4905853541623700,8.18771489761842,1.4995,4.973,505.562,
4.056312832658300,1.4905411215592500,8.167263728219070,1.4995,4.973,511.953,
4.058003355501820,1.4903970636467200,8.149725895315470,1.4995,4.973,518.328,
4.059325345331960,1.490314045355960,8.147351008457300,1.4995,4.973,524.671,
4.061030084528970,1.4917438897579300,8.15232778561435,1.4995,4.973,531.078,
4.0625292114583600,1.4918768718639600,8.151191462564850,1.4995,4.973,537.453,
4.06375503365412,1.489646382898980,8.18483721223532,1.4995,4.973,543.796,
4.065245164232920,1.4938779688475600,8.185520092111040,1.4995,4.973,550.203,
4.066550673272960,1.4919985832007800,8.162601311065760,1.4995,4.973,556.578,
4.067901621523130,1.4923000298064800,8.163745827626940,1.4995,4.986,563.015,
4.069281369324540,1.4920908835264100,8.1829505824066,1.4995,4.986,569.421,
4.0705662335396600,1.492519831440800,8.185541398939970,1.4995,4.986,575.765,
4.071913698838150,1.489389217105640,8.187126415289740,1.4995,4.986,582.171,
4.073313560492790,1.4959111231788300,8.171758499928380,1.4995,4.986,588.531,
4.074702438770780,1.4934118247165600,8.197347593005120,1.4995,4.986,594.875,
4.075763009643800,1.4897214731337000,8.185218466029450,1.4995,4.986,601.281,
4.076769238001850,1.4904400879598500,8.21458746649355,1.4995,4.986,607.671,
4.077910946811310,1.4900813702828900,8.198495450903930,1.4995,4.986,614.015,
4.07916320689124,1.4927167540314000,8.206561910981620,1.4995,4.986,620.421,
4.080373395293780,1.4905898818311100,8.208224477648650,1.4995,4.986,626.781,
4.081507775539040,1.4930243607444600,8.207069298033430,1.4995,4.986,633.187,
4.082637966401000,1.4900514598989900,8.204501619570280,1.4995,4.998,639.562,
4.0837245339754300,1.4911516593368400,8.220808072430590,1.4995,4.998,645.906,
4.084917320920760,1.4912839033545200,8.251402497783640,1.4995,4.998,652.296,
4.085758293191270,1.4925478541456200,8.239952370877520,1.4995,4.998,658.703,
4.086893589402870,1.4923371046600800,8.237249340937210,1.4995,4.998,665.046,
4.088013784900900,1.4928211702042100,8.244656568656580,1.4995,4.998,671.468,
4.088932829821160,1.4908129705192800,8.270562534855190,1.4995,4.998,677.828,
4.090134889918210,1.490639116928470,8.252093603186600,1.4995,4.998,684.171,
4.0911842848111100,1.4928913650513600,8.26579521949839,1.4995,4.998,690.609,
4.092027636542710,1.4922299306365300,8.290083905957940,1.4995,4.998,697.0,
4.092859418400570,1.4916687819038600,8.302118567341500,1.4989,4.998,703.359,
4.093572451672810,1.489761802838950,8.28795067506054,1.4973,4.998,709.703,
4.094419058714590,1.4887087294951000,8.302460679661020,1.4962,4.998,716.109,
4.095175627362860,1.488135892531530,8.279388652466740,1.4946,4.998,722.5,
4.095822690359570,1.4866057251045600,8.292127303043820,1.494,4.998,728.843,
4.09662334611451,1.4843333428274100,8.336247053557360,1.4929,4.998,735.25,
4.097441247023010,1.4847537481384700,8.333994808126370,1.4924,4.998,741.625,
4.098205888054270,1.4837729405750800,8.322700689795890,1.4918,4.998,747.968,
4.098822840211880,1.483751963985650,8.336859924899740,1.4907,4.998,754.375,
4.099505069019470,1.4804710843703200,8.352207863755360,1.4897,4.998,760.75,
4.100208214893880,1.4794934282675700,8.35406387157304,1.4875,4.998,767.125,
4.100639176080850,1.478027597787150,8.33587144095301,1.4864,4.998,773.515,
4.101312358823240,1.4766169730251700,8.331470240497900,1.4842,4.998,779.89,
4.1019740303883000,1.475633167193230,8.348090174878310,1.4837,4.998,786.234,
4.102573928673520,1.4753063423742100,8.361392211994440,1.482,4.998,792.625,
4.103352594359440,1.4736348313144900,8.388537680522530,1.4815,4.998,799.031,
4.103778259559710,1.469973885572450,8.402334316833110,1.4798,4.998,805.39,
4.104504143739350,1.4707334729991700,8.402981759556860,1.4793,4.998,811.828,
4.105221565958190,1.4691854664477600,8.405053537782230,1.4788,4.998,818.203,
4.105629011186620,1.4680686484277400,8.411787125291930,1.4777,4.998,824.546,
4.106269163544310,1.469727849262380,8.411078606842280,1.4766,4.998,830.937,
4.107080480698990,1.4703157415597700,8.419220961868120,1.4766,4.998,837.312,
4.107570346543660,1.4683953971392100,8.38187493150798,1.4749,4.998,843.64,
4.108119992356610,1.466412236967400,8.302446250289370,1.4749,4.998,850.046,
4.1089349661567800,1.464086811579330,8.175395976307630,1.4733,4.998,856.421,
4.109485866187760,1.4651451652859000,8.061474132570950,1.4717,4.998,862.765,
4.110419824191020,1.4634243472060600,7.9303019662071900,1.4706,4.998,869.187,
4.111250099079180,1.462661841799870,7.863980654439250,1.4695,4.998,875.578,
4.111801661738570,1.4606881965415600,7.826989604542950,1.4679,4.998,881.906,
4.112694465292350,1.4603132217667000,7.77238145298452,1.4673,4.998,888.343,
4.1136115991007100,1.459546060807020,7.693044364866490,1.4662,4.998,894.718,
4.114491720592730,1.4570180965234200,7.627722453164690,1.4646,4.998,901.062,
4.11558805018973,1.4563726161888900,7.56134078444279,1.464,4.998,907.5,
4.1162599163347900,1.4535248971175800,7.534827769444170,1.4619,4.998,913.875,
4.117187462335700,1.4507013058122000,7.47201246357614,1.4608,4.998,920.281,
4.118071455742230,1.4511427242589700,7.39919635023154,1.4597,4.998,926.687,
4.119025536237300,1.4496879274605600,7.354790650920500,1.4586,4.998,933.031,
4.120143362615560,1.4494713023871600,7.278578655106220,1.457,4.998,939.437,
4.121075379328050,1.4480554433852100,7.231358370169310,1.4559,4.998,945.828,
4.121988038700740,1.447303431486200,7.182425529998910,1.4537,4.998,952.187,
4.122864982188110,1.4438432451360700,7.169133405792890,1.4526,4.998,958.578,
4.123797921804710,1.4423823423163700,7.109160026741170,1.451,4.998,964.984,
4.124787905799640,1.4412803229929500,7.06431296686501,1.4493,4.998,971.328,
4.1256721898336400,1.4396886226702600,7.008233074081070,1.4477,4.998,977.718,
4.126779569976310,1.4372520289310100,6.953434235432680,1.445,4.998,984.125,
4.127503571325770,1.4357138256959900,6.893771462230150,1.4439,4.998,990.531,
4.12875111053821,1.4354896703964500,6.856596927907760,1.4433,5.011,996.953,
4.129833303109770,1.4335121654525700,6.806471950192820,1.4417,4.998,1003.375,
4.130729624048590,1.4324335343703600,6.760541569479930,1.4401,4.998,1009.765,
4.132024895811460,1.429838182247650,6.732797338080570,1.439,4.998,1016.171,
4.1328096352137100,1.429131132004800,6.781425748452930,1.4373,4.998,1022.562,
4.13379288723804,1.4285168475005100,6.84440001135248,1.4362,4.998,1029.0,
4.134608004117500,1.4263743515273400,6.93581553711988,1.4346,4.998,1035.437,
4.135516972133020,1.424947036799910,7.00581052687855,1.4335,4.998,1041.781,
4.136583296038700,1.424980373235990,7.041696123190960,1.4324,4.998,1048.125,
4.1373486033427500,1.4221812166762600,7.068264402412270,1.4308,4.998,1054.484,
4.13785614846257,1.4220542604713700,7.08451732018875,1.4297,5.011,1060.859,
4.138757393660130,1.4208109805964000,7.105870971163510,1.4286,4.998,1067.281,
4.139496052801060,1.4181071068181800,7.140937742916240,1.427,5.011,1073.671,
4.14020053912871,1.417821991047220,7.154399819614560,1.4253,5.011,1080.062,
4.1408474787664300,1.4183948580942100,7.1953203887527600,1.4242,4.998,1086.453,
4.141549638453780,1.4143845433794800,7.228282560711700,1.4232,4.998,1092.843,
4.1422313666881300,1.4136277556251,7.215258348598030,1.4221,4.998,1099.25,
4.142693994019560,1.412862714406450,7.245948367265900,1.4204,4.998,1105.64,
4.143586661013390,1.4111914361798800,7.256514116845400,1.4193,4.998,1112.062,
4.144100988169840,1.4111718375358800,7.268842532414720,1.4183,5.011,1118.484,
4.144804249092180,1.4095911547703400,7.280760820174140,1.4172,4.998,1124.875,
4.1451983125725700,1.4072181790756300,7.291798679248090,1.4161,4.998,1131.25,
4.145903318577410,1.407072055355280,7.29652734346558,1.415,4.998,1137.64,
4.146415420961610,1.406474185868140,7.302630791636610,1.4139,4.998,1144.031,
4.147044228446190,1.4056161754141200,7.29522308415324,1.4128,4.998,1150.453,
4.147585964485930,1.4032058007663400,7.313667928632510,1.4117,4.998,1156.843,
4.148071684010180,1.402179966400030,7.3221709913016300,1.4101,4.998,1163.234,
4.14868902431753,1.400154663338130,7.346558601197130,1.4095,4.998,1169.625,
4.149448162510720,1.4009182218201700,7.3561629372481000,1.409,4.998,1176.031,
4.149828043690010,1.3995814925864300,7.373129137820410,1.4079,4.998,1182.421,
4.150406598150190,1.3985140272025700,7.375218970409840,1.4068,4.998,1188.812,
4.151116397272310,1.3981692348778400,7.380584412140210,1.4052,4.998,1195.234,
4.15162550410495,1.3984637980993900,7.398942116817750,1.4046,4.998,1201.968,
4.1521631838355100,1.3970793786395800,7.40951828029664,1.4035,4.998,1208.453,
4.152645423755380,1.3962413119294400,7.395695959558140,1.403,4.998,1214.953,
4.153257889959020,1.3947110303073900,7.429618108284490,1.4019,4.998,1221.453,
4.153800483739110,1.39280271460174,7.441158483086930,1.4008,4.998,1227.968,
4.154315541987930,1.3932598438706900,7.458138654262800,1.3997,4.998,1234.468,
4.155166076556930,1.391981547089930,7.461556462922110,1.3992,4.998,1240.968,
4.155649298649430,1.3925406139254500,7.47305857333029,1.3986,4.998,1247.453,
4.156142406700560,1.3918390782795500,7.476873919435950,1.3986,4.998,1253.953,
4.156798632179740,1.3906345171523100,7.474196663835120,1.3975,4.998,1260.5,
4.157533074751220,1.389192120156040,7.504520625279000,1.3964,4.998,1266.968,
4.157759987316900,1.3888352641531000,7.508496888505580,1.3954,4.998,1273.484,
4.15840044929177,1.3874896947511300,7.49134775115621,1.3948,4.998,1279.984,
4.158806201069200,1.3856425004803300,7.528383076678780,1.3937,4.998,1286.5,
4.159513874772750,1.3850646599495100,7.548931603130180,1.3926,4.998,1293.0,
4.1598397600329600,1.385733051057400,7.570648571726250,1.3915,4.998,1299.515,
4.160294480068800,1.3835391437680400,7.581433664794290,1.3894,4.998,1306.015,
4.160647107423970,1.3826016578113600,7.602407226123720,1.3894,4.998,1312.484,
4.161435933552790,1.3800768238390600,7.600271382233880,1.3883,4.998,1318.984,
4.16180276687835,1.3790812425854600,7.604008645406990,1.3872,4.998,1325.5,
4.162139787885330,1.3789212325366300,7.625385364129390,1.3861,4.998,1332.0,
4.162819599212070,1.3777691509964100,7.6402812319958,1.385,4.998,1338.5,
4.163373053857700,1.3772715041088900,7.62937547573774,1.385,4.998,1344.984,
4.163927430354610,1.3760661874266200,7.636978969636130,1.3839,4.998,1351.484,
4.164502368706330,1.3755604561181200,7.677878850497610,1.3834,4.998,1358.359,
4.164967406861860,1.3745489395255100,7.695210716971460,1.3823,4.998,1364.968,
4.165403478020490,1.3747132320377800,7.699608308517030,1.3817,4.998,1371.64,
4.165983262270660,1.374670990388340,7.7121804116192400,1.3812,4.998,1378.234,
4.166530929121990,1.3719897199021200,7.724882468192090,1.3801,4.998,1384.906,
4.167118875594390,1.3722914658240600,7.724864249587620,1.3796,4.998,1391.562,
4.16762915793523,1.3722880213670800,7.759722382604010,1.379,4.998,1398.156,
4.16806653832734,1.369973512409050,7.766649240129080,1.3779,4.998,1404.765,
4.168430129099750,1.3663838378228600,7.792653760982960,1.3774,4.998,1411.421,
4.168957556073350,1.3692628875616300,7.786719630618770,1.3763,4.998,1418.015,
4.169494676103900,1.3684069327853800,7.787097486599520,1.3752,4.998,1424.625,
4.170042843271920,1.3662329927730300,7.81918722784191,1.3741,4.998,1431.203,
4.170120327112800,1.3627895802092400,7.842385170399980,1.3725,4.998,1437.812,
4.170678251196280,1.3632041236928000,7.843127360121540,1.3708,4.998,1444.453,
4.171208391882680,1.3629579888700000,7.847165608559370,1.3697,4.998,1451.046,
4.171456028053920,1.361508501505200,7.859131788357820,1.3686,4.998,1457.64,
4.171970560616840,1.3614101559407600,7.874443589661960,1.3681,4.998,1464.328,
4.172283297614020,1.3600743215789200,7.899215964294710,1.367,4.998,1470.921,
4.172882973260690,1.3601681796923800,7.928201167029280,1.3665,4.998,1477.531,
4.173502181621400,1.3577289981022100,7.925664953609650,1.3654,4.998,1484.171,
4.173701295341820,1.3586417813207300,7.94591782206192,1.3648,4.998,1490.765,
4.1745212865986200,1.358592706686990,7.961104188158450,1.3643,4.998,1497.39,
4.174916447196300,1.356578877026580,7.97182162543925,1.3637,4.998,1504.062,
4.175336190480570,1.3555425513257000,7.970863567871400,1.3621,4.998,1510.718,
4.175971596295630,1.3561771600856000,7.984063739423060,1.3616,4.998,1517.328,
4.176249906305420,1.35288249522731,7.999024330589510,1.361,4.998,1523.921,
4.176823856242970,1.3534207490058900,8.00190131739941,1.3605,4.998,1530.593,
4.177367963015290,1.3530817700866500,8.018409813591650,1.3594,4.998,1537.25,
4.177840545431980,1.3507245641550700,8.027313928852760,1.3583,4.998,1543.859,
4.178510624190990,1.3524808038004100,8.036348619975570,1.3583,4.998,1550.484,
4.178871087984870,1.3508933516425700,8.054163410281430,1.3577,4.998,1557.125,
4.1794021617346700,1.3509770814334400,8.064206191641000,1.3567,4.998,1563.718,
4.179835229413850,1.350135838503240,8.070859846449890,1.3561,4.998,1570.312,
4.180319707105270,1.3491121699844000,8.0835427160596,1.355,4.998,1576.968,
4.180783329842040,1.3470966808424400,8.108420028507070,1.3539,4.998,1583.656,
4.181236601556470,1.345301938654360,8.133729714846620,1.3539,4.998,1590.265,
4.181540119849630,1.3474984532201400,8.137841864955850,1.3534,4.998,1596.859,
4.1821551897009000,1.343782115485350,8.145229914838370,1.3518,4.998,1603.5,
4.182571348167630,1.3448883770872700,8.159087702249340,1.3512,4.998,1610.171,
4.182863283787620,1.341024680872930,8.150754333195410,1.3496,4.998,1616.765,
4.183318979761530,1.3410866530875400,8.170534182521050,1.349,4.998,1623.406,
4.184044131072940,1.3419670791413900,8.179584327026350,1.3479,4.998,1630.0,
4.184269263688170,1.3401355484231500,8.195470949172730,1.3468,4.998,1636.625,
4.18486664648378,1.340839579606810,8.197515677972530,1.3463,4.998,1643.281,
4.185486478080330,1.340246151781280,8.211258082408940,1.3458,4.998,1649.875,
4.18593596748852,1.3383462191258900,8.210131570037450,1.3458,4.998,1656.515,
4.186315750510960,1.337448880542630,8.239702436899420,1.3441,4.998,1663.218,
4.186927227803580,1.3393092546424000,8.247066764870400,1.3441,4.998,1669.859,
4.187400520811060,1.3372215206426800,8.259936219829000,1.3436,4.998,1676.484,
4.187895910303250,1.3354863069345600,8.277914894709470,1.3419,4.998,1683.078,
4.188197479950050,1.3362033678435900,8.288053852538480,1.3419,4.998,1689.765,
4.188924802981000,1.3353233002192100,8.293086235186420,1.3409,4.998,1696.421,
4.189370132511000,1.3341646716505900,8.298316884414770,1.3403,4.998,1703.015,
4.189897246843490,1.3338605677291500,8.315200691205190,1.3398,4.998,1709.609,
4.1903250733509600,1.3352506975466700,8.326168948588700,1.3392,4.998,1716.265,
4.190708303786250,1.3333026408667100,8.344092622930290,1.3387,4.998,1722.875,
4.19129260263855,1.3320021229207700,8.356188462618080,1.3381,4.998,1729.531,
4.19196525422145,1.3292121961566000,8.361520783800850,1.3376,4.998,1736.187,
4.192361209679490,1.33000954362194,8.352135081553570,1.3365,4.998,1742.796,
4.192730711473700,1.3269724345716000,8.365981037605940,1.3354,4.998,1749.39,
4.193066491783550,1.326872942221890,8.37280702960947,1.3343,4.998,1755.984,
4.1935456636403200,1.3268891346355300,8.40031198247558,1.3327,4.998,1762.64,
4.1937704145252400,1.3226677551900000,8.402435529423510,1.331,4.998,1769.281,
4.194056108959720,1.321175525709350,8.410105213327000,1.3283,4.998,1775.937,
4.19421069849471,1.3185282980118100,8.418975315474000,1.3261,4.998,1782.593,
4.194531672746480,1.3170476030246800,8.439582922443880,1.325,4.998,1789.25,
4.195151604050130,1.3170794074834300,8.435242003523240,1.325,4.998,1795.859,
4.195525981670850,1.3180980239003200,8.446631652060470,1.3245,4.998,1802.546,
4.196134202992020,1.3176496177911400,8.46594240316351,1.324,4.998,1809.14,
4.196786660957200,1.318034783688040,8.474888988215060,1.324,4.998,1815.75,
4.197160655159180,1.3144627558686700,8.503205702981000,1.3234,4.998,1822.406,
4.197627942871430,1.316504134309870,8.512805183587480,1.3229,4.998,1829.0,
4.198124243777420,1.3143209692643200,8.526044313626210,1.3223,4.998,1835.609,
4.198548099151390,1.3152942643052700,8.53377130333154,1.3218,4.998,1842.296,
4.198993040199590,1.3143062507700400,8.533254237896630,1.3212,4.998,1848.937,
4.199475972604150,1.3139869071577500,8.544925905495920,1.3201,4.998,1855.531,
4.200160740995170,1.3133271692709000,8.536214325116280,1.3196,5.011,1862.14,
4.200473489501400,1.31159630799029,8.5469817281633,1.319,4.998,1869.203,
4.200995626171710,1.3123050492724600,8.576079809853950,1.318,4.998,1875.953,
4.20152683421385,1.3099812596426700,8.594907627566410,1.3174,4.998,1882.656,
4.202019192989330,1.3103736783727600,8.591911646847370,1.3169,4.998,1889.359,
4.202507847281610,1.309618132583650,8.60665179235725,1.3163,4.998,1896.109,
4.203058262111960,1.3089131696885600,8.640041819141410,1.3158,4.998,1902.953,
4.20346100334339,1.3078920850528800,8.65076290249795,1.3147,4.998,1909.703,
4.203965245455820,1.3075612642952000,8.658630012839860,1.3141,4.998,1916.406,
4.204363829381610,1.3066709722368100,8.657566297555900,1.3136,4.998,1923.171,
4.204878867613890,1.3039533745281700,8.660311109876320,1.3131,4.998,1929.937,
4.205338399088760,1.302862076831400,8.683627622046470,1.312,4.998,1936.718,
4.2056709132128500,1.303667366142040,8.700239277612420,1.3114,4.998,1943.453,
4.206477988386850,1.3038092132290800,8.702369286950400,1.3109,4.998,1950.156,
4.206899678630390,1.3026025612383400,8.73227152705494,1.3092,4.998,1956.875,
4.205222082997960,1.2848968372775500,8.715516020244220,1.2918,4.986,1963.578,
4.205469586853740,1.285210413341510,8.738755634756920,1.2918,4.986,1970.296,
4.205690465360940,1.285370979102570,8.748826919591730,1.2912,4.986,1977.015,
4.206028499164150,1.2842872736949900,8.767977125270030,1.2907,4.986,1983.718,
4.206645992536080,1.283578775481200,8.792080602871740,1.2902,4.986,1990.421,
4.204608008702900,1.2649847468186100,8.783776164201410,1.2722,4.973,1997.14,
4.204837493017380,1.2650727595769300,8.789309825066880,1.2716,4.973,2003.875,
4.205010687914020,1.2656282681430000,8.81020615387348,1.2722,4.973,2010.578,
4.205491331101690,1.2644199462599100,8.833254868994680,1.2716,4.973,2017.296,
4.205607869548720,1.263732806132680,8.847523671842010,1.2711,4.973,2024.109,
4.205939577788800,1.2646012844000300,8.864100946628640,1.2705,4.973,2030.921,
4.2065880442264900,1.26274974197066,8.879856083781250,1.27,4.973,2037.75,
4.204607995551780,1.2457481211884100,8.877046473175330,1.252,4.96,2044.484,
4.205018759802030,1.2451281823411900,8.87194932181,1.252,4.96,2051.281,
4.205190484086170,1.2462542217515600,8.797634726280240,1.252,4.96,2058.015,
4.205352707075580,1.244166030253200,8.697666763820580,1.2509,4.96,2064.718,
4.205814588024460,1.245054099284250,8.584974179150180,1.2509,4.96,2071.484,
4.206265424823500,1.2431634323219600,8.458674019098580,1.2498,4.96,2078.25,
4.20669954392661,1.2426908490662700,8.37978862296732,1.2487,4.96,2085.015,
4.205184663064280,1.2248262088282000,8.310771888514210,1.2307,4.948,2091.765,
4.205463672300340,1.2243355500342000,8.264521831676220,1.2307,4.96,2098.531,
4.205771949001030,1.2234017174102900,8.177888506335410,1.2291,4.948,2105.281,
4.206594530762510,1.2217706304431000,8.08319662196495,1.2291,4.948,2112.062,
4.20708424732907,1.2231255388414000,8.02788804859666,1.2275,4.948,2118.859,
4.207673738691960,1.2209328040133700,7.954431338356200,1.2269,4.948,2125.687,
4.206090349383350,1.1991161078551100,7.872801944920240,1.2079,4.935,2132.406,
4.2065127185496300,1.2012844407223800,7.826099359697770,1.2073,4.935,2139.156,
4.2071756942944400,1.2010578286330200,7.7761231100499300,1.2068,4.935,2145.937,
4.2076232807212300,1.1985940221542200,7.711401879150610,1.2057,4.935,2152.828,
4.206026461429340,1.1784052714880000,7.672918490526660,1.1871,4.922,2159.609,
4.2065303282607400,1.180352776694820,7.676192756537150,1.1866,4.922,2166.375,
4.206882488260330,1.179961589371520,7.569371816457240,1.186,4.922,2173.171,
4.2052411427956000,1.1590969402341900,7.497825110199800,1.1681,4.91,2179.953,
4.205798097320710,1.1598712614050700,7.426394528029440,1.1675,4.91,2186.765,
4.2063994005829600,1.1606761586434100,7.381461914138320,1.1664,4.91,2193.64,
4.206877198303200,1.1605212026017400,7.31016680185161,1.1653,4.91,2200.437,
4.207453885857780,1.1576498236289000,7.287231531757700,1.1637,4.91,2207.203,
4.2081203071151700,1.157298462538510,7.247254906835890,1.1637,4.91,2213.953,
4.206771576808130,1.1385249068340400,7.18757510570788,1.1446,4.897,2220.781,
4.207288449801010,1.1365904844087300,7.185060344136790,1.1441,4.897,2227.546,
4.207704013632530,1.1384168802042000,7.222237369654400,1.1435,4.897,2234.343,
4.2060249675563100,1.1182213041290700,7.31381833140885,1.1239,4.884,2241.187,
4.20647890149542,1.1187759706985300,7.357116872133080,1.1239,4.884,2248.015,
4.206867973110100,1.1174228099438000,7.388497035587860,1.1234,4.884,2254.812,
4.207445063175990,1.1166436292944100,7.418824852288940,1.1223,4.884,2261.562,
4.207969870638340,1.1139704366101600,7.467777942652350,1.1217,4.884,2268.406,
4.206115966681270,1.0979850425284700,7.512603355112150,1.1032,4.872,2275.203,
4.206392247800100,1.0981818962038000,7.5019722431369900,1.1027,4.872,2281.984,
